Product Number,Manufacturer Number,Category,Manufacturer,Description,Cost,Stock Level,Product Details,Specification,EAN Number,Thumbnail,Main Image,Weight
PCAS-DESKMINIWIFIKIT,5RB000010010,Antennas,ASROCK,"Asrock M.2 WiFi Kit for the DeskMini Mini-STX Chassis,  2 x Antennas",13.66,1,"<h3>  	<br />  	<span style=""color:#0066cc;""><em><strong>ASRock M.2 Wi-Fi Kit includes Intel AC-3168 M.2 Wi-Fi module and two antennas; offering wireless connectivity for DeskMini series.</strong></em></span></h3>  ",<p><strong>Description</strong></p><p></p><p><strong>Specification</strong></p><ul><li><strong>Application:</strong> Indoor</li><li><strong>Mounting:</strong> Desktop</li><li><strong>Package Type:</strong> Retail</li><li><strong>Package Weight:</strong> 0.0400 kg</li><li><strong>Warranty:</strong> 1 Year</li></ul>,4717677331776,http://www.spire.co.uk/images/product/thumbnail/PCAS-DESKMINIWIFIKITTN.jpg,http://www.spire.co.uk/images/product/PCAS-DESKMINIWIFIKIT.jpg,0.0400 kg
IS-BULLIDPRET,BG1365,Anti-Virus,BULLGUARD,"Bullguard Identity Protection 3 User Retail 10 Pack - 10 x 3 User Licences - 1 Year - PC, Mac & Android",136.47,0,"<div>  	&nbsp;</div>  <div>  	<strong>Complete Identity and Social Media Protection</strong></div>  <div>  	&nbsp;</div>  <div>  	<span style=""font-size:14px;""><strong>Why choose BullGuard Identity Protection?</strong></span></div>  <div>  	BullGuard Identity Protection is the simple and effective way to protect your personal and financial information and monitor your children&rsquo;s Facebook activity, whatever devices you use to access the Internet.</div>  <div>  	&nbsp;</div>  <div>  	&bull; Simply create an online account; no software installation required.</div>  <div>  	&bull; Opt for monthly fees or save more on annual subscriptions.</div>  <div>  	&bull; Get instant alerts via SMS and email to take immediate actions to protect your data.</div>  <div>  	&bull; Works with all Operating Systems and devices with an Internet connection.</div>  <div>  	&bull; Get FREE 24/7 Support whenever you need it.</div>  <div>  	&bull; Securely add as many private details as you want and up to 3 Facebook accounts to monitor continually.</div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<div style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentColor; vertical-align: baseline; background-color: transparent;"">  		<strong>High Revenue Share</strong></div>  	<div style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentColor; vertical-align: baseline; background-color: transparent;"">  		Earn REAL revenue on all upgrades and renewals. Every time a customer upgrades or renews their BullGuard subscription, a good percentage of what they pay is yours.</div>  	<div style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentColor; vertical-align: baseline; background-color: transparent;"">  		&nbsp;</div>  	<div style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentColor; vertical-align: baseline; background-color: transparent;"">  		<strong>Learn More</strong> - <a href=""http://www.bullguard.com/partner-lounge.aspx"" style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentColor; color: rgb(22, 54, 80); text-decoration: none; vertical-align: baseline; background-color: transparent;"" target=""_blank""><span style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentColor; color: rgb(255, 0, 0); vertical-align: baseline; background-color: transparent;"">http://www.bullguard.com/partner-lounge.aspx</span></a></div>  </div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<strong>Identity Protection. Safeguarding you 24/7.</strong></div>  <div>  	Continually monitors the web, social networks and dark web where personal data is being traded, and searches for private information, including: Cards, debit cards and bank account numbers, Driving licence, passport and National Insurance numbers, Phone numbers, email and postal addresses, usernames and passwords.&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	Simply list the details you want to protect, yours or your family&rsquo;s, and the minute we detect your information has been compromised, we will notify you via email and SMS to help prevent any identity theft attempt.</div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<strong>Social Media Protection. Freedom to enjoy Facebook without risk.</strong></div>  <div>  	Parental Control: keeps an eye on your children&rsquo;s Facebook profiles without being intrusive. Just add the profiles you want to monitor, and Social Media Protection will flag the social activities that pose risks, including: Links to malicious websites or inappropriate content, posts, photos and private messages with violent or offensive content, suspicious friends, possible bullies or predators.&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	So you can take the necessary protective measures.</div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<strong>Web-Based Service. Works on any device.</strong></div>  <div>  	Your BullGuard account gives you fast and easy access to Identity Protection or Social Media Protection, from any Internet-connected device, regardless of platform: PC, Mac, iPhone and iPad and other types of smartphones and tablets.</div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<strong>Flexible Payments. Pay annually or monthly.</strong></div>  <div>  	We&rsquo;ve bundled the advanced technology and ease of use with affordability. You can now benefit from effective online identity protection for your entire family, according to your needs and budget &ndash; opt for a monthly subscription or save more on a yearly one!</div>  ",<p><strong>Description</strong></p><p></p><p><strong>Specification</strong></p><ul><li><strong>Licence Quantity:</strong> 10</li><li><strong>Users:</strong> 3</li><li><strong>Licence Length:</strong> 1 Year</li><li><strong>Licence Pricing:</strong> Retail</li><li><strong>#Hide#Physical Product:</strong> Yes</li><li><strong>Media:</strong> Licence Key</li><li><strong>Platforms Supported:</strong> Windows<br/>macOS<br/>Android</li><li><strong>#Hide#Windows Support:</strong> Yes (Windows)</li><li><strong>#Hide#macOS Support:</strong> Yes (macOS)</li><li><strong>#Hide#Android Support:</strong> Yes (Android)</li><li><strong>Online Backup:</strong> -</li><li><strong>Features:</strong> Auto upgrade to newest version</li><li><strong>System Requirements:</strong> Works with all Operating Systems and any Internet-connected devices</li><li><strong>Package Weight:</strong> 0.0100 kg</li></ul>,5708249550137,http://www.spire.co.uk/images/product/thumbnail/IS-BULLIDPRET-CTN.jpg,http://www.spire.co.uk/images/product/IS-BULLIDPRET-C.jpg,0.0100 kg
IS-BULLIDPRET-C-SINGLE,BG1365-S,Anti-Virus,BULLGUARD,"Bullguard Identity Protection Retail - Single 3 User Licence - 1 Year - PC, Mac & Android",14.5,0,"<div>  	&nbsp;</div>  <div>  	<strong>Complete Identity and Social Media Protection</strong></div>  <div>  	&nbsp;</div>  <div>  	<span style=""font-size: 14px;""><strong>Why choose BullGuard Identity Protection?</strong></span></div>  <div>  	BullGuard Identity Protection is the simple and effective way to protect your personal and financial information and monitor your children&rsquo;s Facebook activity, whatever devices you use to access the Internet.</div>  <div>  	&nbsp;</div>  <div>  	&bull; Simply create an online account; no software installation required.</div>  <div>  	&bull; Opt for monthly fees or save more on annual subscriptions.</div>  <div>  	&bull; Get instant alerts via SMS and email to take immediate actions to protect your data.</div>  <div>  	&bull; Works with all Operating Systems and devices with an Internet connection.</div>  <div>  	&bull; Get FREE 24/7 Support whenever you need it.</div>  <div>  	&bull; Securely add as many private details as you want and up to 3 Facebook accounts to monitor continually.</div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<div style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentcolor; vertical-align: baseline; background-color: transparent;"">  		<strong>High Revenue Share</strong></div>  	<div style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentcolor; vertical-align: baseline; background-color: transparent;"">  		Earn REAL revenue on all upgrades and renewals. Every time a customer upgrades or renews their BullGuard subscription, a good percentage of what they pay is yours.</div>  	<div style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentcolor; vertical-align: baseline; background-color: transparent;"">  		&nbsp;</div>  	<div style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentcolor; vertical-align: baseline; background-color: transparent;"">  		<strong>Learn More</strong>&nbsp;-&nbsp;<a href=""http://www.bullguard.com/partner-lounge.aspx"" style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentcolor; color: rgb(22, 54, 80); text-decoration: none; vertical-align: baseline; background-color: transparent;"" target=""_blank""><span style=""margin: 0px; padding: 0px; outline: 0px; border: 0px currentcolor; color: rgb(255, 0, 0); vertical-align: baseline; background-color: transparent;"">http://www.bullguard.com/partner-lounge.aspx</span></a></div>  </div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<strong>Identity Protection. Safeguarding you 24/7.</strong></div>  <div>  	Continually monitors the web, social networks and dark web where personal data is being traded, and searches for private information, including: Cards, debit cards and bank account numbers, Driving licence, passport and National Insurance numbers, Phone numbers, email and postal addresses, usernames and passwords.&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	Simply list the details you want to protect, yours or your family&rsquo;s, and the minute we detect your information has been compromised, we will notify you via email and SMS to help prevent any identity theft attempt.</div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<strong>Social Media Protection. Freedom to enjoy Facebook without risk.</strong></div>  <div>  	Parental Control: keeps an eye on your children&rsquo;s Facebook profiles without being intrusive. Just add the profiles you want to monitor, and Social Media Protection will flag the social activities that pose risks, including: Links to malicious websites or inappropriate content, posts, photos and private messages with violent or offensive content, suspicious friends, possible bullies or predators.&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	So you can take the necessary protective measures.</div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<strong>Web-Based Service. Works on any device.</strong></div>  <div>  	Your BullGuard account gives you fast and easy access to Identity Protection or Social Media Protection, from any Internet-connected device, regardless of platform: PC, Mac, iPhone and iPad and other types of smartphones and tablets.</div>  <div>  	&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	<strong>Flexible Payments. Pay annually or monthly.</strong></div>  <div>  	We&rsquo;ve bundled the advanced technology and ease of use with affordability. You can now benefit from effective online identity protection for your entire family, according to your needs and budget &ndash; opt for a monthly subscription or save more on a yearly one!</div>  ",<p><strong>Description</strong></p><p></p><p><strong>Specification</strong></p><ul><li><strong>Licence Quantity:</strong> 1</li><li><strong>Users:</strong> 3</li><li><strong>Licence Length:</strong> 1 Year</li><li><strong>Licence Pricing:</strong> Retail</li><li><strong>#Hide#Physical Product:</strong> Yes</li><li><strong>Media:</strong> Licence Key</li><li><strong>Platforms Supported:</strong> Windows<br/>macOS<br/>Android</li><li><strong>#Hide#Windows Support:</strong> Yes (Windows)</li><li><strong>#Hide#macOS Support:</strong> Yes (macOS)</li><li><strong>#Hide#Android Support:</strong> Yes (Android)</li><li><strong>Online Backup:</strong> -</li><li><strong>Features:</strong> Auto upgrade to newest version</li><li><strong>System Requirements:</strong> Works with all Operating Systems and any Internet-connected devices</li><li><strong>Package Weight:</strong> 0.0100 kg</li></ul>,5708249500132,http://www.spire.co.uk/images/product/thumbnail/IS-BULLIDPRET-C-SINGLETN.jpg,http://www.spire.co.uk/images/product/IS-BULLIDPRET-C-SINGLE.jpg,0.0100 kg
IS-BULLV20RET,BG2012,Anti-Virus,BULLGUARD,"Bullguard Internet Security 2020 Retail 10 Pack - 10 x 3 User Licences - 1 Year - Pack, PC, Mac & Android",189,10,"<h3>  	<br />  	<strong><span style=""font-size: 16px;""><span style=""color: rgb(0, 102, 204);""><em>Powerful online protection consistently ranked the best</em></span></span></strong></h3>  <div>  	<strong>BullGuard Internet Security is consistently ranked&nbsp;the best protection against all types of malware&nbsp;including ransomware and newly released variants&nbsp;which are normally difficult to detect.</strong></div>  <ul>  	<li>  		Protects your PCs, Macs and Android devices with one single license</li>  	<li>  		Robust, layered protection against all forms of viruses, spyware, malware and other online threats</li>  	<li>  		Potent firewall that protects you against network attacks and keeps out intruders&nbsp;</li>  	<li>  		Powerful Parental Control helps to protect kids from cyberbullying and predators</li>  </ul>  <div>  	&nbsp;</div>  <div>  	<br />  	&nbsp;</div>  <div>  	&nbsp;</div>  <div style=""background-color: rgb(65, 147, 255); color: rgb(255, 255, 255); padding: 5px; margin-bottom: 5px;"">  	<span style=""font-size: 16px;"">Here&#39;s what&#39;s new in 2020</span></div>  <div>  	<br />  	<br />  	A constant cycle of innovation is a feature of BullGuard products to ensure the latest in cutting-edge cyber security and best levels of protection are available to our partners and customers.&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	As a result, a raft of innovations has been released today in the 2020 version.<br />  	<br />  	<br />  	<div>  		<strong>Machine learning</strong></div>  	<div>  		An advanced machine learning engine, based on a complex learning model, uses sophisticated mathematical algorithms to analyse over 100 attributes of a file, to root out and neutralise zero day malware.</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong>Secure browsing&nbsp;</strong></div>  	<div>  		A custom built browser that protects against browser hijacking, man-in-the-browser, rootkits, process injection and remote control attacks and also blocks malicious extensions and plugins. It makes shopping and buying online much safer.</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<br />  		<br />  		<br />  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div style=""background-color: rgb(65, 147, 255); color: rgb(255, 255, 255); padding: 5px; margin-bottom: 5px;"">  		<span style=""font-size: 16px;"">Plus; not forgetting these great features:</span></div>  	<div>  		&nbsp;</div>  	<div>  		<div>  			<strong>Parental Control</strong></div>  		<div>  			Discreet Parental Control blocks access to suspicious websites and applications and ensures children don&rsquo;t access inappropriate content, keeping them safe online. It allows users to restrict Internet time and helps them check their kids&rsquo; online habits.</div>  		<div>  			<br />  			<br />  			<strong>Game Booster</strong></div>  		<div>  			Total protection with no interruptions and faster game play &ndash; proven! Award-winning gaming rig builder ChillBlast tested the performance of Internet Security from BullGuard, Norton, McAfee, Kaspersky, AVG and Windows. Not only did BullGuard come out on top, but our Game Booster made game play even faster than a system with no antivirus installed.</div>  	</div>  	<div>  		&nbsp;</div>  	<div>  		<br />  		<br />  		<br />  		<br />  		<br />  		<br />  		<div style=""background-color: rgb(65, 147, 255); color: rgb(255, 255, 255); padding: 5px; margin-bottom: 5px;"">  			<span style=""font-size: 16px;"">Get the BullGuard Advantage&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</span><span style=""font-size: 14px;"">25% revenue share plus much more!</span></div>  		<div>  			<br />  			1.&nbsp;<strong>Award-winning consumer products</strong>, designed for home users</div>  		<div>  			2.&nbsp;<strong>Industry-leading profit margins</strong></div>  		<div>  			3.&nbsp;<strong>25%+ Revenue share</strong>&nbsp;on all license renewals for the life of the product</div>  		<div>  			4.&nbsp;<strong>Expert 24/7 support</strong>&nbsp;for you and your customers</div>  		<div>  			5.&nbsp;<strong>Free In Store Suppor</strong>t, POS and product information</div>  		<div>  			&nbsp;</div>  		<div>  			For full details click&nbsp;<u><a href=""https://www.bullguard.com/partners/reseller-lounge/bullguard-s-revenue-share.aspx"" target=""_blank""><span style=""color: rgb(0, 0, 255);"">here</span></a></u></div>  	</div>  </div>  <p>  	&nbsp;</p>  ",<p><strong>Description</strong></p><p></p><p><strong>Specification</strong></p><ul><li><strong>Licence Quantity:</strong> 10</li><li><strong>Users:</strong> 3</li><li><strong>Licence Length:</strong> 1 Year</li><li><strong>Licence Pricing:</strong> Retail</li><li><strong>#Hide#Physical Product:</strong> Yes</li><li><strong>Media:</strong> Licence Key</li><li><strong>Platforms Supported:</strong> Windows<br/>macOS<br/>Android</li><li><strong>#Hide#Windows Support:</strong> Yes (Windows)</li><li><strong>#Hide#macOS Support:</strong> Yes (macOS)</li><li><strong>#Hide#Android Support:</strong> Yes (Android)</li><li><strong>Online Backup:</strong> -</li><li><strong>Features:</strong> See Overview</li><li><strong>Package Weight:</strong> 0.2500 kg</li></ul>,5708249206003,http://www.spire.co.uk/images/product/thumbnail/IS-BULLV20RETTN.jpg,http://www.spire.co.uk/images/product/IS-BULLV20RET.jpg,0.2500 kg
IS-BULLV20RET-SINGLE,BG2012-S,Anti-Virus,BULLGUARD,"Bullguard Internet Security 2020 Retail Box - Single 3 User Licence - 1 Year - PC, Mac & Android",21.5,0,"<div>  	<div>  		&nbsp;</div>  </div>  <h3>  	<strong><span style=""font-size: 16px;""><span style=""color: rgb(0, 102, 204);""><em>Powerful online protection consistently ranked the best</em></span></span></strong></h3>  <div>  	<strong>BullGuard Internet Security is consistently ranked&nbsp;the best protection against all types of malware&nbsp;including ransomware and newly released variants&nbsp;which are normally difficult to detect.</strong></div>  <ul>  	<li>  		Protects your PCs, Macs and Android devices with one single license</li>  	<li>  		Robust, layered protection against all forms of viruses, spyware, malware and other online threats</li>  	<li>  		Potent firewall that protects you against network attacks and keeps out intruders&nbsp;</li>  	<li>  		Powerful Parental Control helps to protect kids from cyberbullying and predators</li>  </ul>  <div>  	&nbsp;</div>  <div>  	<br />  	&nbsp;</div>  <div>  	&nbsp;</div>  <div style=""background-color: rgb(65, 147, 255); color: rgb(255, 255, 255); padding: 5px; margin-bottom: 5px;"">  	<span style=""font-size: 16px;"">Here&#39;s what&#39;s new in 2020</span></div>  <div>  	<br />  	<br />  	A constant cycle of innovation is a feature of BullGuard products to ensure the latest in cutting-edge cyber security and best levels of protection are available to our partners and customers.&nbsp;</div>  <div>  	&nbsp;</div>  <div>  	As a result, a raft of innovations has been released today in the 2020 version.<br />  	<br />  	<br />  	<div>  		<strong>Machine learning</strong></div>  	<div>  		An advanced machine learning engine, based on a complex learning model, uses sophisticated mathematical algorithms to analyse over 100 attributes of a file, to root out and neutralise zero day malware.</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong>Secure browsing&nbsp;</strong></div>  	<div>  		A custom built browser that protects against browser hijacking, man-in-the-browser, rootkits, process injection and remote control attacks and also blocks malicious extensions and plugins. It makes shopping and buying online much safer.</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<br />  		<br />  		<br />  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div style=""background-color: rgb(65, 147, 255); color: rgb(255, 255, 255); padding: 5px; margin-bottom: 5px;"">  		<span style=""font-size: 16px;"">Plus; not forgetting these great features:</span></div>  	<div>  		&nbsp;</div>  	<div>  		<div>  			<strong>Parental Control</strong></div>  		<div>  			Discreet Parental Control blocks access to suspicious websites and applications and ensures children don&rsquo;t access inappropriate content, keeping them safe online. It allows users to restrict Internet time and helps them check their kids&rsquo; online habits.</div>  		<div>  			<br />  			<br />  			<strong>Game Booster</strong></div>  		<div>  			Total protection with no interruptions and faster game play &ndash; proven! Award-winning gaming rig builder ChillBlast tested the performance of Internet Security from BullGuard, Norton, McAfee, Kaspersky, AVG and Windows. Not only did BullGuard come out on top, but our Game Booster made game play even faster than a system with no antivirus installed.</div>  	</div>  	<div>  		&nbsp;</div>  	<div>  		<br />  		<br />  		<br />  		<br />  		<br />  		<br />  		<div style=""background-color: rgb(65, 147, 255); color: rgb(255, 255, 255); padding: 5px; margin-bottom: 5px;"">  			<span style=""font-size: 16px;"">Get the BullGuard Advantage&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</span><span style=""font-size: 14px;"">25% revenue share plus much more!</span></div>  		<div>  			<br />  			1.&nbsp;<strong>Award-winning consumer products</strong>, designed for home users</div>  		<div>  			2.&nbsp;<strong>Industry-leading profit margins</strong></div>  		<div>  			3.&nbsp;<strong>25%+ Revenue share</strong>&nbsp;on all license renewals for the life of the product</div>  		<div>  			4.&nbsp;<strong>Expert 24/7 support</strong>&nbsp;for you and your customers</div>  		<div>  			5.&nbsp;<strong>Free In Store Suppor</strong>t, POS and product information</div>  		<div>  			&nbsp;</div>  		<div>  			For full details click&nbsp;<u><a href=""https://www.bullguard.com/partners/reseller-lounge/bullguard-s-revenue-share.aspx"" target=""_blank""><span style=""color: rgb(0, 0, 255);"">here</span></a></u></div>  	</div>  </div>  <p>  	&nbsp;</p>  ",<p><strong>Description</strong></p><p></p><p><strong>Specification</strong></p><ul><li><strong>Licence Quantity:</strong> 1</li><li><strong>Users:</strong> 3</li><li><strong>Licence Length:</strong> 1 Year</li><li><strong>Licence Pricing:</strong> Retail</li><li><strong>#Hide#Physical Product:</strong> Yes</li><li><strong>Media:</strong> Licence Key</li><li><strong>Platforms Supported:</strong> Windows<br/>macOS<br/>Android</li><li><strong>#Hide#Windows Support:</strong> Yes (Windows)</li><li><strong>#Hide#macOS Support:</strong> Yes (macOS)</li><li><strong>#Hide#Android Support:</strong> Yes (Android)</li><li><strong>Online Backup:</strong> -</li><li><strong>Features:</strong> See Overview</li><li><strong>Package Weight:</strong> 0.0490 kg</li></ul>,5708249201008,http://www.spire.co.uk/images/product/thumbnail/IS-BULLV20RETTN.jpg,http://www.spire.co.uk/images/product/IS-BULLV20RET.jpg,0.0490 kg
IS-BULLMOB-C,BG1480,Anti-Virus,BULLGUARD,"Bullguard New Mobile Internet Security - 25 Pack, 1 Year, 3 Devices, Android Only, Retail",220.62,0,"<div>  	<div>  		<span style=""font-size:16px;""><strong>BullGuard Mobile Security&nbsp;</strong></span></div>  	<div>  		&nbsp;</div>  	<div>  		BullGuard Mobile Security is a cutting&ndash;edge app that delivers next generation security to protect users against a wide range of threats. It offers industry-leading defence to safeguard against the damage than can arise from loss or theft and provides an array of powerful tools unmatched by competitors. BullGuard Mobile Security is easy-to-use, provides intuitive operation and doesn&rsquo;t drain batteries. The app also includes BullGuard Mobile Security Manager, a web-based platform that provides remote access to devices, and answers the problems of safeguarding data faced by today&rsquo;s mobile users.&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&bull;<span class=""Apple-tab-span"" style=""white-space:pre""> </span>Antivirus ensures 24/7 protection against the rising tide of malware aimed at Android devices</div>  	<div>  		&bull;<span class=""Apple-tab-span"" style=""white-space:pre""> </span>Antitheft protects against loss and theft &nbsp;with remote lock, wipe and locate features</div>  	<div>  		&bull;<span class=""Apple-tab-span"" style=""white-space:pre""> </span>Simple one-tap data backup to protect important information</div>  	<div>  		&bull;<span class=""Apple-tab-span"" style=""white-space:pre""> </span>Remote control of devices with Mobile Security Manager</div>  	<div>  		&bull;<span class=""Apple-tab-span"" style=""white-space:pre""> </span>Powerful parental controls allow discreet monitoring of children&rsquo;s devices</div>  	<div>  		&bull;<span class=""Apple-tab-span"" style=""white-space:pre""> </span>Call Manager blocks unwanted calls and &nbsp;spam calls&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong><span style=""font-size:14px;"">Antivirus.</span> Total protection&nbsp;</strong></div>  	<div>  		Antivirus protects against malware, adware and trackware to keep a phone safe and nuisance-free. It features an ultra-fast cloud-based AV engine that has minimal impact on battery power and ensures the latest virus updates are always available and applied automatically without user intervention. An automatic scan checks apps as soon as they are installed and immediately notifies users of any malicious or suspicious code. &nbsp;A full manual full scan can also be carried out providing a complete summary of current phone status. Remote monitoring of virus events is also available through a PC via the web-based BullGuard Mobile Security Manager.&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong><span style=""font-size:14px;"">Antitheft.</span> Lock, wipe, locate</strong></div>  	<div>  		Comprehensive Antitheft tools offer robust protection if a device is lost or stolen. Features include remote lock and unlock of a device, GPS locate, remote data wipe and a Scream function to help locate a device in the immediate area. If somebody tries to change the SIM the device automatically locks or wipes data.&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong><span style=""font-size:14px;"">Mobile Backup.</span> One tap</strong></div>  	<div>  		A backup module safeguards important data such as contacts, calendar information and SMS information. This backup feature provides a secure online drive with capacities up to 100GB. Users can also easily transfer data between a mobile device and computer ensuring swift and trouble-free data synchs.&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong><span style=""font-size:14px;"">Remote control.</span> Take control</strong></div>  	<div>  		Mobile Security Manager is a web-based platform that allows users to remotely manage and monitor their device. It provides full control over the device controls and prevents the settings from being changed. It allows settings to be remotely changed by pushing the commands out to the device. For example, users can send antitheft commands, start antivirus scans remotely and also set up parental controls.&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;Antitheft commands, scans to ensure the device is clean, management of spam filter blacklist or whitelist and the setting up parental controls can all be remotely managed. &nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong><span style=""font-size:14px;"">Parental Control.</span> Discrete monitoring&nbsp;</strong></div>  	<div>  		A powerful parental control module helps safeguard children. Parents can discretely monitor SMS messages, calls and pictures, and view applications that are being installed on a device. They can also activate GPS tracking to locate a device. &nbsp;All monitored information is available for review on the web-based Mobile Security Manager.</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong><span style=""font-size:14px;"">Spam blocker.</span> Keep it out</strong></div>  	<div>  		A Call Manager tool can be used to automatically block or allow specific numbers. A short code block also halts spam messages which are typically sent from 3 to 5 digits phone numbers. The Blacklist allows you to add phone numbers manually or directly from your call history or contacts lists.</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong>System Requirements:</strong></div>  	<div>  		Android 2.3, 4.0 and higher</div>  	<div>  		&nbsp;</div>  	<div>  		&nbsp;</div>  	<div>  		<strong>Application languages:</strong></div>  	<div>  		English</div>  	<div>  		&nbsp;</div>  </div>  <div>  	&nbsp;</div>  ","<p><strong>Description</strong></p><p></p><p><strong>Specification</strong></p><ul><li><strong>Licence Quantity:</strong> 25</li><li><strong>Users:</strong> 3</li><li><strong>Licence Length:</strong> 1 Year</li><li><strong>Licence Pricing:</strong> Retail</li><li><strong>#Hide#Physical Product:</strong> Yes</li><li><strong>Media:</strong> Licence Key</li><li><strong>Platforms Supported:</strong> Android</li><li><strong>#Hide#Android Support:</strong> Yes (Android)</li><li><strong>Online Backup:</strong> -</li><li><strong>Features:</strong> Auto upgrade to newest version</li><li><strong>System Requirements:</strong> ""Android 2.3, 4.0 and higher""</li><li><strong>Package Weight:</strong> 0.6980 kg</li></ul>",5708249650141,http://www.spire.co.uk/images/product/thumbnail/IS-BULLMOB-CTN.jpg,http://www.spire.co.uk/images/product/IS-BULLMOB-C.jpg,0.6980 kg
